invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,discounted_price
I132570,C123675,Female,41,Shoes,4,2400.68,Credit Card,27/11/2022,Metrocity,2160.612
I125824,C287979,Female,59,Shoes,1,600.17,Credit Card,27/10/2022,Viaport Outlet,540.153
I152599,C276611,Female,51,Shoes,4,2400.68,Debit Card,8/8/2022,Mall of Istanbul,2160.612
I102848,C252901,Female,59,Shoes,1,600.17,Debit Card,13/01/2021,Kanyon,540.153
I329978,C317489,Female,43,Shoes,4,2400.68,Credit Card,10/10/2022,Metrocity,2160.612
I314105,C575986,Female,69,Shoes,2,1200.34,Credit Card,27/01/2022,Viaport Outlet,1080.306
I140497,C227509,Female,60,Shoes,4,2400.68,Cash,18/04/2022,Istinye Park,2160.612
I201060,C110954,Female,49,Shoes,1,600.17,Credit Card,31/10/2022,Cevahir AVM,540.153
I307282,C607512,Female,64,Shoes,3,1800.51,Cash,31/08/2021,Kanyon,1620.459
I159011,C142346,Female,51,Shoes,4,2400.68,Credit Card,29/06/2021,Viaport Outlet,2160.612
I212539,C190232,Female,59,Shoes,5,3000.85,Cash,26/11/2022,Mall of Istanbul,2700.765
I915827,C281602,Female,39,Shoes,2,1200.34,Debit Card,22/08/2022,Metropol AVM,1080.306
I159769,C206400,Female,66,Shoes,3,1800.51,Cash,29/10/2021,Mall of Istanbul,1620.459
I133974,C920375,Female,36,Shoes,2,1200.34,Credit Card,24/09/2021,Kanyon,1080.306
I313214,C391380,Female,48,Shoes,3,1800.51,Credit Card,20/10/2021,Kanyon,1620.459
I383588,C149421,Female,38,Shoes,3,1800.51,Debit Card,20/06/2022,Metrocity,1620.459
I289767,C139623,Female,69,Shoes,5,3000.85,Debit Card,29/01/2021,Kanyon,2700.765
I238981,C192553,Female,67,Shoes,5,3000.85,Cash,9/7/2022,Forum Istanbul,2700.765
I230195,C190540,Female,42,Shoes,2,1200.34,Credit Card,21/08/2022,Mall of Istanbul,1080.306
I778460,C431779,Female,51,Shoes,2,1200.34,Debit Card,23/09/2021,Metrocity,1080.306
I697385,C294015,Female,53,Shoes,3,1800.51,Cash,5/8/2022,Kanyon,1620.459
I274662,C151920,Female,57,Shoes,4,2400.68,Cash,18/08/2022,Kanyon,2160.612
I325968,C284775,Female,62,Shoes,4,2400.68,Debit Card,22/10/2022,Mall of Istanbul,2160.612
I795389,C251957,Female,32,Shoes,1,600.17,Cash,21/03/2021,Metropol AVM,540.153
I869868,C101072,Female,65,Shoes,1,600.17,Cash,8/2/2021,Metrocity,540.153
I276963,C122564,Female,40,Shoes,4,2400.68,Credit Card,20/08/2021,Metrocity,2160.612
I186150,C163879,Female,43,Shoes,5,3000.85,Cash,13/08/2021,Kanyon,2700.765
I221478,C258906,Female,52,Shoes,1,600.17,Credit Card,25/12/2021,Kanyon,540.153
I449982,C103917,Female,35,Shoes,5,3000.85,Credit Card,7/2/2023,Metropol AVM,2700.765
I243187,C281338,Female,45,Shoes,1,600.17,Cash,11/9/2022,Metrocity,540.153
I317041,C236804,Female,33,Shoes,5,3000.85,Cash,12/2/2022,Metrocity,2700.765
I241896,C605425,Female,57,Shoes,5,3000.85,Cash,21/12/2021,Metropol AVM,2700.765
I127915,C334390,Female,44,Shoes,2,1200.34,Cash,8/11/2021,Kanyon,1080.306
I250800,C294128,Female,53,Shoes,1,600.17,Cash,22/01/2022,Kanyon,540.153
I119983,C699338,Female,34,Shoes,3,1800.51,Credit Card,15/09/2022,Metropol AVM,1620.459
I258100,C270246,Female,69,Shoes,5,3000.85,Credit Card,27/03/2021,Metrocity,2700.765
I677253,C170938,Female,68,Shoes,1,600.17,Cash,8/9/2021,Mall of Istanbul,540.153
I487925,C979601,Female,63,Shoes,2,1200.34,Cash,7/4/2022,Viaport Outlet,1080.306
I176613,C340137,Female,53,Shoes,2,1200.34,Debit Card,8/8/2022,Istinye Park,1080.306
I170416,C323877,Female,64,Shoes,5,3000.85,Credit Card,27/01/2022,Metrocity,2700.765
I105734,C276743,Female,32,Shoes,5,3000.85,Cash,25/09/2021,Kanyon,2700.765
I885998,C330128,Female,50,Shoes,2,1200.34,Cash,14/03/2022,Emaar Square Mall,1080.306
I132740,C309242,Female,51,Shoes,1,600.17,Cash,25/09/2021,Mall of Istanbul,540.153
I703282,C133476,Female,60,Shoes,4,2400.68,Debit Card,31/05/2021,Emaar Square Mall,2160.612
I632466,C699136,Female,69,Shoes,2,1200.34,Credit Card,5/4/2021,Kanyon,1080.306
I183237,C265900,Female,67,Shoes,2,1200.34,Debit Card,29/01/2022,Metropol AVM,1080.306
I546212,C291786,Female,63,Shoes,5,3000.85,Cash,23/05/2021,Istinye Park,2700.765
I111899,C264589,Female,68,Shoes,2,1200.34,Debit Card,22/04/2021,Metrocity,1080.306
I361492,C726315,Female,44,Shoes,5,3000.85,Debit Card,1/6/2021,Cevahir AVM,2700.765
I866704,C225501,Female,60,Shoes,2,1200.34,Debit Card,3/4/2021,Kanyon,1080.306
I308507,C991717,Female,43,Shoes,4,2400.68,Cash,22/12/2021,Forum Istanbul,2160.612
I259733,C149252,Female,55,Shoes,3,1800.51,Credit Card,28/10/2022,Kanyon,1620.459
I292597,C257298,Female,64,Shoes,5,3000.85,Credit Card,30/03/2022,Kanyon,2700.765
I103940,C167080,Female,51,Shoes,4,2400.68,Credit Card,25/06/2021,Mall of Istanbul,2160.612
I210828,C170199,Female,45,Shoes,2,1200.34,Debit Card,18/01/2021,Zorlu Center,1080.306
I886200,C780280,Female,48,Shoes,4,2400.68,Cash,10/2/2022,Kanyon,2160.612
I329279,C308751,Female,55,Shoes,4,2400.68,Cash,3/10/2021,Istinye Park,2160.612
I258233,C785127,Female,52,Shoes,3,1800.51,Credit Card,25/07/2022,Mall of Istanbul,1620.459
I886713,C183975,Female,62,Shoes,5,3000.85,Cash,11/9/2022,Kanyon,2700.765
I233769,C215951,Female,59,Shoes,4,2400.68,Debit Card,12/11/2021,Zorlu Center,2160.612
I219765,C195381,Female,46,Shoes,1,600.17,Cash,1/9/2022,Metrocity,540.153
I301487,C740298,Female,52,Shoes,2,1200.34,Credit Card,4/1/2021,Emaar Square Mall,1080.306
I195546,C152169,Female,65,Shoes,3,1800.51,Debit Card,18/04/2021,Kanyon,1620.459
I205095,C243380,Female,42,Shoes,2,1200.34,Cash,2/3/2023,Metropol AVM,1080.306
I108746,C784943,Female,63,Shoes,3,1800.51,Cash,22/12/2021,Emaar Square Mall,1620.459
I311780,C339720,Female,46,Shoes,1,600.17,Credit Card,1/1/2023,Mall of Istanbul,540.153
I201941,C229383,Female,65,Shoes,4,2400.68,Cash,23/07/2021,Kanyon,2160.612
I207890,C458874,Female,46,Shoes,5,3000.85,Debit Card,9/7/2022,Cevahir AVM,2700.765
I400737,C195366,Female,47,Shoes,1,600.17,Debit Card,7/1/2023,Metrocity,540.153
I157077,C216249,Female,40,Shoes,2,1200.34,Debit Card,22/09/2022,Metrocity,1080.306
I740802,C772684,Female,49,Shoes,5,3000.85,Credit Card,20/01/2023,Viaport Outlet,2700.765
I124291,C271217,Female,32,Shoes,5,3000.85,Cash,27/10/2021,Mall of Istanbul,2700.765
I183406,C194507,Female,32,Shoes,2,1200.34,Cash,28/02/2023,Metrocity,1080.306
I209697,C223315,Female,37,Shoes,2,1200.34,Debit Card,6/6/2021,Mall of Istanbul,1080.306
I231937,C126727,Female,48,Shoes,4,2400.68,Cash,25/07/2022,Metropol AVM,2160.612
I124220,C137617,Female,67,Shoes,3,1800.51,Debit Card,25/01/2022,Kanyon,1620.459
I122080,C971127,Female,31,Shoes,1,600.17,Debit Card,31/08/2021,Mall of Istanbul,540.153
I119226,C226123,Female,58,Shoes,1,600.17,Cash,21/01/2023,Kanyon,540.153
I202312,C974634,Female,37,Shoes,2,1200.34,Cash,11/9/2021,Kanyon,1080.306
I266519,C320425,Female,63,Shoes,2,1200.34,Debit Card,20/11/2021,Viaport Outlet,1080.306
I467335,C194375,Female,35,Shoes,4,2400.68,Cash,15/05/2021,Kanyon,2160.612
I279200,C476166,Female,68,Shoes,5,3000.85,Credit Card,23/04/2021,Zorlu Center,2700.765
I291315,C144601,Female,37,Shoes,2,1200.34,Cash,28/02/2021,Istinye Park,1080.306
I664069,C388909,Female,43,Shoes,5,3000.85,Cash,19/07/2021,Kanyon,2700.765
I179242,C236640,Female,33,Shoes,3,1800.51,Cash,6/6/2022,Mall of Istanbul,1620.459
I102443,C998094,Female,53,Shoes,2,1200.34,Cash,25/09/2022,Metrocity,1080.306
I234861,C823060,Female,39,Shoes,5,3000.85,Cash,27/06/2022,Kanyon,2700.765
I101113,C315161,Female,64,Shoes,3,1800.51,Cash,12/4/2021,Forum Istanbul,1620.459
I299506,C100067,Female,62,Shoes,1,600.17,Cash,6/1/2021,Cevahir AVM,540.153
I331817,C502614,Female,41,Shoes,5,3000.85,Cash,5/12/2021,Metrocity,2700.765
I305468,C108101,Female,46,Shoes,2,1200.34,Credit Card,2/12/2022,Cevahir AVM,1080.306
I115946,C133716,Female,66,Shoes,5,3000.85,Cash,23/12/2022,Mall of Istanbul,2700.765
I338448,C366129,Female,56,Shoes,1,600.17,Debit Card,20/12/2021,Metropol AVM,540.153
I286703,C241821,Female,39,Shoes,5,3000.85,Debit Card,23/07/2021,Cevahir AVM,2700.765
I217883,C170818,Female,43,Shoes,4,2400.68,Cash,16/03/2021,Viaport Outlet,2160.612
I966884,C181366,Female,61,Shoes,5,3000.85,Cash,6/8/2021,Kanyon,2700.765
I550646,C988655,Female,64,Shoes,4,2400.68,Credit Card,4/4/2022,Istinye Park,2160.612
I438700,C209752,Female,68,Shoes,1,600.17,Cash,19/07/2022,Istinye Park,540.153
I176005,C152850,Female,60,Shoes,4,2400.68,Cash,14/12/2022,Viaport Outlet,2160.612
I232241,C181418,Female,66,Shoes,4,2400.68,Credit Card,4/12/2022,Mall of Istanbul,2160.612
I339763,C460236,Female,50,Shoes,2,1200.34,Credit Card,7/2/2023,Mall of Istanbul,1080.306
I183438,C395741,Female,51,Shoes,4,2400.68,Cash,13/08/2021,Kanyon,2160.612
I165451,C869173,Female,34,Shoes,5,3000.85,Debit Card,20/03/2022,Mall of Istanbul,2700.765
I316151,C242304,Female,41,Shoes,1,600.17,Cash,25/10/2021,Metrocity,540.153
I322487,C734246,Female,67,Shoes,4,2400.68,Debit Card,24/12/2021,Metropol AVM,2160.612
I245224,C289629,Female,46,Shoes,2,1200.34,Cash,8/4/2021,Cevahir AVM,1080.306
I724293,C214128,Female,53,Shoes,5,3000.85,Credit Card,11/12/2021,Kanyon,2700.765
I269742,C194530,Female,56,Shoes,2,1200.34,Cash,24/07/2021,Mall of Istanbul,1080.306
I108093,C105511,Female,65,Shoes,2,1200.34,Credit Card,16/11/2021,Zorlu Center,1080.306
I290765,C144451,Female,31,Shoes,5,3000.85,Cash,11/8/2022,Metrocity,2700.765
I844199,C138918,Female,39,Shoes,1,600.17,Credit Card,2/2/2022,Istinye Park,540.153
I547595,C335531,Female,43,Shoes,3,1800.51,Debit Card,13/07/2022,Kanyon,1620.459
I143493,C237019,Female,66,Shoes,5,3000.85,Debit Card,15/02/2022,Mall of Istanbul,2700.765
I541072,C137400,Female,31,Shoes,4,2400.68,Debit Card,1/3/2022,Emaar Square Mall,2160.612
I932929,C982477,Female,64,Shoes,3,1800.51,Cash,18/04/2022,Istinye Park,1620.459
I170423,C561486,Female,55,Shoes,2,1200.34,Cash,29/10/2022,Metrocity,1080.306
I268116,C109999,Female,57,Shoes,5,3000.85,Credit Card,11/4/2021,Kanyon,2700.765
I206462,C749947,Female,39,Shoes,1,600.17,Cash,3/10/2021,Kanyon,540.153
I212682,C330604,Female,37,Shoes,4,2400.68,Cash,29/12/2022,Metropol AVM,2160.612
I675931,C281982,Female,41,Shoes,4,2400.68,Debit Card,23/04/2021,Mall of Istanbul,2160.612
I314023,C286275,Female,41,Shoes,3,1800.51,Cash,24/08/2021,Mall of Istanbul,1620.459
I112138,C224864,Female,32,Shoes,4,2400.68,Cash,31/01/2021,Cevahir AVM,2160.612
I150824,C131071,Female,55,Shoes,3,1800.51,Cash,17/08/2022,Istinye Park,1620.459
I143404,C288376,Female,59,Shoes,5,3000.85,Credit Card,2/11/2022,Viaport Outlet,2700.765
I305874,C232940,Female,55,Shoes,5,3000.85,Cash,18/01/2022,Zorlu Center,2700.765
I307795,C213538,Female,43,Shoes,5,3000.85,Cash,8/3/2023,Viaport Outlet,2700.765
I139103,C128226,Female,60,Shoes,3,1800.51,Credit Card,23/03/2022,Cevahir AVM,1620.459
I282465,C223986,Female,45,Shoes,2,1200.34,Cash,16/08/2022,Cevahir AVM,1080.306
I142892,C187545,Female,39,Shoes,1,600.17,Cash,17/07/2022,Mall of Istanbul,540.153
I196052,C243812,Female,39,Shoes,2,1200.34,Debit Card,1/7/2022,Istinye Park,1080.306
I322934,C204074,Female,63,Shoes,4,2400.68,Debit Card,30/03/2022,Istinye Park,2160.612
I217116,C100130,Female,42,Shoes,3,1800.51,Cash,8/2/2023,Zorlu Center,1620.459
I244247,C227969,Female,57,Shoes,5,3000.85,Credit Card,29/11/2022,Cevahir AVM,2700.765
I899624,C120660,Female,47,Shoes,2,1200.34,Cash,18/08/2021,Kanyon,1080.306
I177662,C198534,Female,64,Shoes,3,1800.51,Cash,8/3/2023,Mall of Istanbul,1620.459
I266490,C140404,Female,44,Shoes,4,2400.68,Credit Card,5/12/2022,Kanyon,2160.612
I183454,C185689,Female,32,Shoes,1,600.17,Cash,3/7/2022,Istinye Park,540.153
I349739,C737035,Female,35,Shoes,4,2400.68,Credit Card,21/01/2022,Viaport Outlet,2160.612
I180559,C267008,Female,69,Shoes,4,2400.68,Credit Card,2/11/2022,Metrocity,2160.612
I710985,C518102,Female,37,Shoes,2,1200.34,Cash,26/11/2021,Zorlu Center,1080.306
I126387,C185962,Female,56,Shoes,3,1800.51,Credit Card,12/9/2021,Kanyon,1620.459
I331972,C410907,Female,34,Shoes,1,600.17,Credit Card,14/10/2022,Metropol AVM,540.153
I743743,C241111,Female,38,Shoes,4,2400.68,Credit Card,28/06/2021,Metrocity,2160.612
I802146,C312653,Female,44,Shoes,4,2400.68,Cash,22/11/2022,Emaar Square Mall,2160.612
I245834,C862356,Female,49,Shoes,2,1200.34,Cash,17/02/2021,Forum Istanbul,1080.306
I339714,C187345,Female,68,Shoes,4,2400.68,Debit Card,5/10/2021,Forum Istanbul,2160.612
I243319,C174944,Female,65,Shoes,5,3000.85,Credit Card,8/6/2022,Istinye Park,2700.765
I424736,C310116,Female,66,Shoes,2,1200.34,Cash,25/01/2021,Cevahir AVM,1080.306
I392667,C425168,Female,33,Shoes,5,3000.85,Credit Card,26/12/2021,Cevahir AVM,2700.765
I251288,C176664,Female,58,Shoes,5,3000.85,Cash,24/01/2022,Zorlu Center,2700.765
I226603,C373708,Female,69,Shoes,2,1200.34,Cash,10/10/2022,Kanyon,1080.306
I134990,C673454,Female,54,Shoes,5,3000.85,Cash,9/4/2021,Mall of Istanbul,2700.765
I184838,C160906,Female,61,Shoes,4,2400.68,Debit Card,5/3/2023,Mall of Istanbul,2160.612
I144858,C474549,Female,51,Shoes,1,600.17,Cash,27/04/2022,Metrocity,540.153
I262839,C238812,Female,31,Shoes,3,1800.51,Cash,23/02/2023,Mall of Istanbul,1620.459
I133687,C302591,Female,36,Shoes,1,600.17,Credit Card,21/05/2022,Kanyon,540.153
I914096,C297109,Female,47,Shoes,2,1200.34,Debit Card,12/5/2022,Metrocity,1080.306
I203905,C281719,Female,58,Shoes,1,600.17,Cash,15/06/2021,Viaport Outlet,540.153
I352933,C336740,Female,66,Shoes,1,600.17,Debit Card,28/04/2022,Viaport Outlet,540.153
I434120,C249953,Female,60,Shoes,3,1800.51,Credit Card,16/03/2022,Istinye Park,1620.459
I683220,C255941,Female,69,Shoes,4,2400.68,Credit Card,3/10/2021,Metropol AVM,2160.612
I898697,C444180,Female,43,Shoes,4,2400.68,Cash,15/03/2022,Kanyon,2160.612
I355170,C172720,Female,46,Shoes,3,1800.51,Cash,4/8/2022,Kanyon,1620.459
I267775,C487299,Female,44,Shoes,5,3000.85,Credit Card,10/9/2022,Kanyon,2700.765
I266700,C287534,Female,38,Shoes,1,600.17,Credit Card,4/6/2022,Mall of Istanbul,540.153
I465299,C325450,Female,31,Shoes,4,2400.68,Debit Card,6/3/2021,Metrocity,2160.612
I325581,C260853,Female,50,Shoes,2,1200.34,Debit Card,24/03/2021,Forum Istanbul,1080.306
I274335,C316989,Female,36,Shoes,3,1800.51,Cash,8/2/2022,Metrocity,1620.459
I226409,C197408,Female,65,Shoes,1,600.17,Cash,2/7/2022,Kanyon,540.153
I412456,C246635,Female,45,Shoes,3,1800.51,Cash,18/06/2022,Forum Istanbul,1620.459
I298683,C310910,Female,69,Shoes,4,2400.68,Cash,5/11/2022,Emaar Square Mall,2160.612
I182853,C722714,Female,42,Shoes,4,2400.68,Debit Card,10/2/2021,Metrocity,2160.612
I277105,C288448,Female,61,Shoes,2,1200.34,Cash,1/10/2022,Istinye Park,1080.306
I338867,C141126,Female,49,Shoes,1,600.17,Credit Card,10/7/2021,Mall of Istanbul,540.153
I211859,C336522,Female,41,Shoes,5,3000.85,Cash,22/01/2022,Mall of Istanbul,2700.765
I249293,C109846,Female,35,Shoes,3,1800.51,Credit Card,17/09/2022,Metrocity,1620.459
I274346,C683142,Female,47,Shoes,5,3000.85,Cash,17/09/2021,Cevahir AVM,2700.765
I131691,C239956,Female,52,Shoes,2,1200.34,Debit Card,30/05/2022,Mall of Istanbul,1080.306
I284581,C186066,Female,44,Shoes,5,3000.85,Credit Card,5/6/2021,Mall of Istanbul,2700.765
I172400,C208938,Female,33,Shoes,3,1800.51,Debit Card,1/8/2021,Kanyon,1620.459
I120893,C172762,Female,50,Shoes,2,1200.34,Credit Card,10/5/2021,Kanyon,1080.306
I234929,C575838,Female,41,Shoes,1,600.17,Credit Card,16/05/2021,Kanyon,540.153
I138580,C166537,Female,45,Shoes,3,1800.51,Credit Card,3/10/2022,Emaar Square Mall,1620.459
I302963,C240485,Female,61,Shoes,4,2400.68,Credit Card,21/01/2023,Emaar Square Mall,2160.612
I853099,C303617,Female,47,Shoes,2,1200.34,Credit Card,11/7/2022,Metropol AVM,1080.306
I263876,C279456,Female,62,Shoes,1,600.17,Debit Card,15/07/2022,Kanyon,540.153
I319102,C310775,Female,47,Shoes,4,2400.68,Debit Card,5/12/2021,Cevahir AVM,2160.612
I243916,C149760,Female,41,Shoes,5,3000.85,Debit Card,19/04/2022,Zorlu Center,2700.765
I160064,C626757,Female,62,Shoes,3,1800.51,Credit Card,15/08/2022,Zorlu Center,1620.459
I565469,C332541,Female,36,Shoes,5,3000.85,Cash,14/04/2022,Zorlu Center,2700.765
I296987,C265140,Female,50,Shoes,4,2400.68,Credit Card,11/1/2023,Mall of Istanbul,2160.612
I284658,C178783,Female,69,Shoes,3,1800.51,Debit Card,16/01/2021,Kanyon,1620.459
I177245,C477949,Female,37,Shoes,4,2400.68,Cash,28/03/2022,Zorlu Center,2160.612
I264864,C768544,Female,40,Shoes,1,600.17,Debit Card,30/10/2021,Metropol AVM,540.153
I295567,C275331,Female,59,Shoes,5,3000.85,Debit Card,12/7/2022,Istinye Park,2700.765
I198202,C261038,Female,48,Shoes,3,1800.51,Credit Card,30/08/2021,Emaar Square Mall,1620.459
I107722,C263437,Female,44,Shoes,3,1800.51,Credit Card,4/12/2021,Cevahir AVM,1620.459
I107944,C375509,Female,61,Shoes,3,1800.51,Cash,7/5/2021,Kanyon,1620.459
I508532,C239673,Female,31,Shoes,5,3000.85,Debit Card,31/01/2023,Mall of Istanbul,2700.765
I230350,C625918,Female,69,Shoes,1,600.17,Cash,14/09/2021,Metropol AVM,540.153
I191182,C992980,Female,36,Shoes,3,1800.51,Credit Card,22/01/2022,Cevahir AVM,1620.459
I665869,C331715,Female,46,Shoes,4,2400.68,Cash,12/5/2021,Kanyon,2160.612
I172123,C309781,Female,40,Shoes,3,1800.51,Cash,28/10/2022,Viaport Outlet,1620.459
I191425,C113156,Female,37,Shoes,4,2400.68,Debit Card,10/10/2022,Mall of Istanbul,2160.612
I211254,C171002,Female,44,Shoes,4,2400.68,Credit Card,19/10/2022,Metropol AVM,2160.612
I256611,C126957,Female,35,Shoes,1,600.17,Credit Card,7/7/2022,Metropol AVM,540.153
I764210,C139698,Female,31,Shoes,3,1800.51,Cash,18/12/2021,Istinye Park,1620.459
I811487,C213353,Female,31,Shoes,2,1200.34,Debit Card,12/10/2022,Metropol AVM,1080.306
I295208,C754414,Female,51,Shoes,2,1200.34,Credit Card,13/01/2021,Kanyon,1080.306
I219985,C248576,Female,31,Shoes,3,1800.51,Credit Card,30/09/2022,Istinye Park,1620.459
I126147,C144699,Female,46,Shoes,1,600.17,Cash,2/4/2021,Mall of Istanbul,540.153
I488452,C245815,Female,63,Shoes,4,2400.68,Cash,24/04/2022,Kanyon,2160.612
I157772,C146928,Female,44,Shoes,3,1800.51,Credit Card,5/5/2021,Metropol AVM,1620.459
I289044,C275583,Female,67,Shoes,3,1800.51,Cash,7/4/2022,Viaport Outlet,1620.459
I117755,C245929,Female,55,Shoes,1,600.17,Credit Card,11/5/2021,Forum Istanbul,540.153
I179364,C846579,Female,59,Shoes,5,3000.85,Credit Card,5/4/2022,Mall of Istanbul,2700.765
I260119,C528001,Female,34,Shoes,5,3000.85,Credit Card,6/12/2022,Zorlu Center,2700.765
I300996,C137433,Female,40,Shoes,2,1200.34,Debit Card,23/03/2022,Kanyon,1080.306
I270927,C260021,Female,58,Shoes,4,2400.68,Cash,14/03/2021,Istinye Park,2160.612
I287390,C312618,Female,45,Shoes,3,1800.51,Credit Card,21/07/2022,Zorlu Center,1620.459
I296075,C163452,Female,48,Shoes,2,1200.34,Debit Card,26/10/2021,Emaar Square Mall,1080.306
I121505,C127547,Female,40,Shoes,2,1200.34,Credit Card,30/01/2021,Viaport Outlet,1080.306
I105055,C299931,Female,54,Shoes,3,1800.51,Credit Card,14/04/2022,Metrocity,1620.459
I311773,C207273,Female,64,Shoes,5,3000.85,Cash,5/9/2021,Kanyon,2700.765
I196974,C216467,Female,60,Shoes,4,2400.68,Cash,1/9/2021,Kanyon,2160.612
I418641,C995642,Female,38,Shoes,2,1200.34,Cash,6/9/2021,Zorlu Center,1080.306
I261574,C317764,Female,53,Shoes,3,1800.51,Debit Card,27/01/2023,Mall of Istanbul,1620.459
I315413,C958569,Female,59,Shoes,5,3000.85,Cash,5/1/2022,Zorlu Center,2700.765
I299870,C390799,Female,62,Shoes,1,600.17,Cash,22/11/2022,Istinye Park,540.153
I404036,C320898,Female,67,Shoes,4,2400.68,Cash,17/10/2022,Kanyon,2160.612
I336279,C321843,Female,37,Shoes,1,600.17,Credit Card,16/02/2023,Metrocity,540.153
I774409,C160865,Female,41,Shoes,5,3000.85,Cash,29/07/2021,Mall of Istanbul,2700.765
I169170,C987696,Female,52,Shoes,4,2400.68,Debit Card,23/09/2022,Mall of Istanbul,2160.612
I228943,C872565,Female,38,Shoes,3,1800.51,Cash,2/9/2022,Metropol AVM,1620.459
I749960,C654223,Female,53,Shoes,2,1200.34,Cash,31/10/2022,Kanyon,1080.306
I151553,C121083,Female,53,Shoes,2,1200.34,Cash,1/12/2021,Kanyon,1080.306
I184243,C473844,Female,44,Shoes,4,2400.68,Credit Card,27/02/2021,Mall of Istanbul,2160.612
I134508,C226305,Female,47,Shoes,4,2400.68,Credit Card,3/10/2021,Metrocity,2160.612
I331967,C196479,Female,41,Shoes,4,2400.68,Cash,13/02/2023,Metrocity,2160.612
I273209,C227833,Female,45,Shoes,4,2400.68,Credit Card,11/9/2022,Cevahir AVM,2160.612
I103175,C179887,Female,63,Shoes,4,2400.68,Cash,13/09/2022,Mall of Istanbul,2160.612
I171617,C658387,Female,36,Shoes,1,600.17,Cash,24/05/2022,Mall of Istanbul,540.153
I141306,C263726,Female,36,Shoes,1,600.17,Credit Card,20/03/2021,Mall of Istanbul,540.153
I228851,C133609,Female,47,Shoes,1,600.17,Credit Card,11/1/2022,Emaar Square Mall,540.153
I656498,C268202,Female,59,Shoes,1,600.17,Debit Card,30/03/2021,Metrocity,540.153
I472530,C265418,Female,44,Shoes,3,1800.51,Cash,20/05/2022,Kanyon,1620.459
I302719,C524975,Female,34,Shoes,1,600.17,Credit Card,2/11/2021,Metropol AVM,540.153
I152373,C290002,Female,67,Shoes,2,1200.34,Debit Card,7/5/2021,Istinye Park,1080.306
I560165,C202630,Female,56,Shoes,4,2400.68,Credit Card,2/8/2022,Viaport Outlet,2160.612
I884592,C238774,Female,57,Shoes,3,1800.51,Cash,23/06/2021,Zorlu Center,1620.459
I220341,C270560,Female,44,Shoes,4,2400.68,Cash,1/1/2021,Metrocity,2160.612
I247485,C932182,Female,40,Shoes,4,2400.68,Debit Card,27/12/2022,Kanyon,2160.612
I297847,C315695,Female,53,Shoes,4,2400.68,Cash,24/01/2022,Kanyon,2160.612
I908427,C854772,Female,35,Shoes,2,1200.34,Cash,8/6/2022,Istinye Park,1080.306
I302068,C100347,Female,58,Shoes,2,1200.34,Debit Card,15/07/2022,Metropol AVM,1080.306
I384943,C266410,Female,56,Shoes,3,1800.51,Credit Card,11/5/2022,Metrocity,1620.459
I195022,C147185,Female,48,Shoes,2,1200.34,Cash,15/01/2023,Mall of Istanbul,1080.306
I261995,C133347,Female,45,Shoes,2,1200.34,Cash,25/06/2022,Emaar Square Mall,1080.306
I147562,C169588,Female,48,Shoes,3,1800.51,Credit Card,21/01/2021,Kanyon,1620.459
I216568,C189537,Female,34,Shoes,1,600.17,Credit Card,31/10/2021,Kanyon,540.153
I263076,C193679,Female,63,Shoes,5,3000.85,Debit Card,20/01/2023,Metrocity,2700.765
I121837,C228292,Female,63,Shoes,5,3000.85,Cash,10/5/2022,Istinye Park,2700.765
I928908,C334612,Female,59,Shoes,1,600.17,Debit Card,14/10/2022,Kanyon,540.153
I181632,C821781,Female,67,Shoes,2,1200.34,Cash,20/06/2021,Mall of Istanbul,1080.306
I419742,C297211,Female,32,Shoes,3,1800.51,Debit Card,23/04/2022,Metrocity,1620.459
I249932,C337660,Female,45,Shoes,2,1200.34,Cash,7/6/2022,Kanyon,1080.306
I286166,C163155,Female,42,Shoes,4,2400.68,Credit Card,31/07/2022,Kanyon,2160.612
I793456,C111279,Female,68,Shoes,3,1800.51,Debit Card,28/09/2021,Metrocity,1620.459
I877331,C141756,Female,37,Shoes,5,3000.85,Credit Card,4/12/2021,Zorlu Center,2700.765
I972276,C285077,Female,66,Shoes,1,600.17,Credit Card,8/9/2021,Mall of Istanbul,540.153
I118417,C133707,Female,36,Shoes,4,2400.68,Credit Card,24/07/2021,Viaport Outlet,2160.612
I141002,C245851,Female,40,Shoes,1,600.17,Credit Card,13/01/2021,Metrocity,540.153
I118470,C266613,Female,68,Shoes,1,600.17,Cash,31/05/2021,Zorlu Center,540.153
I321524,C265288,Female,53,Shoes,3,1800.51,Cash,27/07/2021,Emaar Square Mall,1620.459
I146293,C174502,Female,43,Shoes,2,1200.34,Credit Card,12/8/2021,Viaport Outlet,1080.306
I147252,C297418,Female,45,Shoes,5,3000.85,Cash,30/08/2021,Kanyon,2700.765
I288978,C215743,Female,61,Shoes,4,2400.68,Debit Card,17/12/2022,Istinye Park,2160.612
I711973,C667073,Female,43,Shoes,5,3000.85,Credit Card,1/5/2022,Forum Istanbul,2700.765
I293758,C473298,Female,36,Shoes,5,3000.85,Debit Card,27/02/2021,Kanyon,2700.765
I104318,C429080,Female,36,Shoes,4,2400.68,Cash,3/8/2022,Zorlu Center,2160.612
I103045,C267316,Female,62,Shoes,1,600.17,Cash,24/08/2022,Metrocity,540.153
